4.999999999999999445e-01 2.084054643990396911e-08
1.499999999999999778e+00 5.651780710366819505e-05
2.499999999999999556e+00 5.525854594874697427e-04
3.499999999999999112e+00 2.817405011200427994e-03
4.499999999999999112e+00 7.602507130284195426e-03
5.499999999999999112e+00 2.434661835797851531e-02
6.499999999999999112e+00 1.039183829064731224e-01
7.499999999999998224e+00 5.831868595963079355e-02
8.499999999999998224e+00 6.698456917629289076e-02
9.499999999999998224e+00 3.133845153033855691e-01
1.049999999999999822e+01 2.151621452195309203e-01
1.149999999999999645e+01 3.149732605597735380e-01
1.249999999999999822e+01 5.617026907883330145e-01
1.349999999999999822e+01 8.855449412026591416e-01
1.449999999999999645e+01 1.033090629928015591e+00
1.549999999999999822e+01 1.978529461904167563e+00
1.649999999999999645e+01 1.852738750837306769e+00
1.749999999999999645e+01 1.764816144034922374e+00
1.849999999999999645e+01 2.170352397689657042e+00
1.949999999999999645e+01 7.253615061196705405e-01
2.049999999999999289e+01 1.812568771343404384e-01
2.149999999999999645e+01 6.873579974299335760e+00
2.249999999999999645e+01 2.524119026086519835e-01
2.349999999999999645e+01 1.514633900962224222e-01
2.449999999999999645e+01 7.490572805402309076e-01
2.549999999999999289e+01 1.931408721913567272e-01
2.649999999999999289e+01 2.797906773962938187e-01
2.749999999999999645e+01 1.970224657154866499e-01
2.849999999999999645e+01 1.003978678497041477e+00
2.949999999999999645e+01 5.393158258119559179e-01
3.049999999999999289e+01 2.885287763064280919e-01
3.149999999999999289e+01 2.568802486422433473e-01
3.249999999999999289e+01 3.205203285146057679e-01
3.349999999999999289e+01 2.277998915771631605e+00
3.449999999999999289e+01 4.481119184374292019e-01
3.549999999999999289e+01 4.335739966453101002e-01
3.649999999999999289e+01 3.667609397410137029e-01
3.749999999999999289e+01 1.767569367348549303e-01
3.849999999999999289e+01 1.678698929569342746e-01
3.949999999999999289e+01 5.284834717911282009e-01
4.049999999999999289e+01 5.561059745442388014e+00
4.149999999999999289e+01 2.367410971251879825e-01
4.249999999999999289e+01 7.917096744972398348e-01
4.349999999999998579e+01 9.757694232344694685e-01
4.449999999999999289e+01 1.172873131605112196e+00
4.549999999999999289e+01 5.692402037944922499e-01
4.649999999999999289e+01 1.564643268691711775e+00
4.749999999999999289e+01 1.134689083681694965e+00
4.849999999999998579e+01 6.525139253296047270e-01
4.949999999999999289e+01 9.894452701857643362e-01
5.049999999999998579e+01 2.894359859556724146e+00
5.149999999999999289e+01 2.315235132718226896e-01
5.249999999999999289e+01 1.203113453246589470e+00
5.349999999999998579e+01 3.564250686128073164e-01
5.449999999999999289e+01 9.819077571796049897e-01
5.549999999999998579e+01 3.055084912340754855e+00
5.649999999999999289e+01 1.211237718762210092e+00
5.749999999999999289e+01 1.558053586662375034e+00
5.849999999999998579e+01 1.279210740242903432e-01
5.949999999999999289e+01 4.598785629925533081e-01
6.049999999999998579e+01 1.252671472891875748e+00
6.149999999999999289e+01 1.713317327627571274e+00
6.249999999999998579e+01 1.403060654547699571e+00
6.349999999999998579e+01 1.421927004467307798e+00
6.449999999999998579e+01 8.565232593885252488e-01
6.549999999999998579e+01 8.502946558265492838e-01
6.649999999999998579e+01 1.183660350817519635e+00
6.749999999999998579e+01 1.343121628965786574e+00
6.849999999999998579e+01 6.696651525292485196e-01
6.949999999999998579e+01 2.207678884253092111e+00
7.049999999999998579e+01 1.769555298919034403e+00
7.149999999999998579e+01 1.276141573270335616e+00
7.249999999999998579e+01 2.197252743508045558e+00
7.349999999999998579e+01 1.299340864798274930e+00
7.449999999999998579e+01 1.648684281969966081e+00
7.549999999999998579e+01 1.615600467398021767e+00
7.649999999999998579e+01 1.008537294147473062e+00
7.749999999999998579e+01 1.260344390323295372e+00
7.849999999999998579e+01 1.135411240616416739e+00
7.949999999999998579e+01 9.389394195636555640e-01
8.049999999999998579e+01 8.524611266307148272e-01
8.149999999999998579e+01 1.583735292653420501e+00
8.249999999999998579e+01 1.911865349867657660e+00
8.349999999999998579e+01 2.021452664711697267e+00
8.449999999999997158e+01 1.362890675053797018e+00
8.549999999999998579e+01 1.043922983948843308e+00
8.649999999999998579e+01 1.347860783849898603e+00
8.749999999999998579e+01 1.364560662965341287e+00
8.849999999999998579e+01 1.210560696635908373e+00
8.949999999999997158e+01 1.122547820216683867e+00
9.049999999999998579e+01 1.112934106023199421e+00
9.149999999999998579e+01 1.425673193566177277e+00
9.249999999999998579e+01 1.213629863608476356e+00
9.349999999999998579e+01 1.500281031884627581e+00
9.449999999999997158e+01 1.143354966898357139e+00
9.549999999999998579e+01 1.852513076795206270e+00
9.649999999999998579e+01 1.641959195515368952e+00
9.749999999999998579e+01 1.369525491891554037e+00
9.849999999999998579e+01 1.424364284121993895e+00
9.949999999999997158e+01 8.371604265762957464e-01
1.004999999999999858e+02 1.273794563232489629e+00
1.014999999999999858e+02 1.108330355564347558e+00
1.024999999999999858e+02 1.395252332691019559e+00
1.034999999999999716e+02 2.018744576206490393e+00
